Trailing P/E Ratio,Forward P/E Ratio,Price to Book Ratio,Earnings Per Share Trailing,Earnings Per Share Forward,Return on Equity,Debt to Equity Ratio,Free Cash Flow,Operating Margin,Price to Sales Ratio,Quick Ratio,Interest Coverage Ratio,Enterprise Value,Enterprise Value to EBITDA,PEG Ratio,Total Debt,Total Stockholder Equity,Symbol,Error
24.444326,22.410763,2.965441,Not Available,10.37,0.12297,13.621,2513037568,0.64745003,13.896964,0.03,Not Available,85268684800,20.254,Not Available,3425400000.0,Not Available,CME,
82.382164,69.351204,2.6367397,Not Available,1.82,0.03417,52.153,2384883712,0.17371,10.659547,2.224,Not Available,93904101376,32.042,Not Available,15735549000.0,Not Available,WELL,
32.236843,39.666824,6.0347114,Not Available,4.02,0.19379999,26.548,1387500032,0.23724002,10.055289,0.785,Not Available,73016205312,35.342,Not Available,2905000000.0,Not Available,TRI,
25.618801,20.409523,8.833274,Not Available,4.81,0.36191002,77.674,2719187456,0.49483,7.086146,2.133,Not Available,81632280576,13.706,Not Available,6254600000.0,Not Available,SCCO,
52.364986,30.68423,Not Available,Not Available,43.48,Not Available,Not Available,5857249792,0.43275002,9.489907,1.254,Not Available,94011924480,24.18,Not Available,24296000000.0,Not Available,TDG,
6.4342103,6.125593,0.77903455,Not Available,0.79,0.12866999,Not Available,Not Available,0.41599998,1.5670818,Not Available,Not Available,47193100288,Not Available,Not Available,262409000000.0,Not Available,SAN,
30.21029,22.63552,6.6843066,Not Available,29.44,0.24641001,78.976,2474309632,0.201,4.3116407,0.472,Not Available,96000475136,19.347,Not Available,7157034000.0,Not Available,PH,
56.81769,30.467382,10.49475,Not Available,14.87,0.21819,8.7,-144225504,0.23608999,12.55757,1.378,Not Available,89040527360,53.886,Not Available,15601000.0,Not Available,SNPS,
29.758177,17.20568,4.769287,Not Available,28.06,0.15484,122.722,2600624896,0.12885,1.7147822,0.905,Not Available,85053521920,19.079,Not Available,13786000000.0,Not Available,NOC,
39.89655,32.08378,8.852333,Not Available,2.16,0.25293,57.565,1660737536,0.21865,5.880487,1.208,Not Available,87668744192,24.445,Not Available,3983500000.0,Not Available,APH,
31.350172,21.03555,12.696162,Not Available,17.39,0.82182,274.699,3086500096,0.19162,5.3055153,0.238,Not Available,96322224128,22.427,Not Available,9995000000.0,Not Available,AON,
126.47826,9.911414,2.1268506,Not Available,5.87,0.02106,147.727,-4060250112,0.19703,0.90255994,0.88,Not Available,449770651648,16.476,Not Available,176108000000.0,Not Available,BN,
17.294718,12.244987,3.2806592,Not Available,5.93,0.27552998,108.238,2601499904,0.39635,3.7398927,0.321,Not Available,84623777792,9.572,Not Available,16133000000.0,Not Available,CNI,
22.1782,23.8321,22.32692,Not Available,10.7,1.08036,246.05,2560000000,0.26752,4.7469444,0.902,Not Available,83109011456,17.865,Not Available,6339000000.0,Not Available,ITW,
46.916664,30.761524,10.156343,Not Available,4.5,0.20873,26.614,3363000064,0.40862998,7.787747,1.008,Not Available,75425144832,45.084,Not Available,1991000000.0,Not Available,ABNB,
80.63325,44.601746,18.36649,Not Available,6.85,0.27072,61.911,939971904,0.309,19.250479,2.122,Not Available,83698671616,57.704,Not Available,299771000.0,Not Available,CDNS,
7.6207952,7.237874,1.5507157,Not Available,2.87,0.20268999,66.68,15790550016,0.26629,0.6526277,1.219,Not Available,67694198784,1.746,Not Available,22230000000.0,Not Available,EQNR,
14.690624,18.074976,16.54505,Not Available,7.9,1.1329399,295.441,3131124992,0.21433,2.3530593,0.95,Not Available,83424100352,10.278,Not Available,13088000000.0,Not Available,MMM,
51.027443,31.587072,58.50975,Not Available,14.69,1.82528,490.007,1971124992,0.27097,7.2912126,0.982,Not Available,82869682176,26.291,Not Available,4705000000.0,Not Available,MSI,
17.191029,16.808542,26.292606,Not Available,7.18,0.35039002,186.255,1564249984,0.27281,3.255833,0.499,Not Available,286876729344,44.155,Not Available,18616000000.0,Not Available,DEO,
13.3553295,7.775753,0.8832712,Not Available,6.48,0.06697,110.116,1957624960,0.0159,0.18030839,0.542,Not Available,139403411456,9.876,Not Available,58638000000.0,Not Available,CVS,
21.964115,18.76941,4.578139,Not Available,4.89,0.22188,65.718,3762625024,0.18185,2.9260006,0.261,Not Available,93382090752,15.256,Not Available,9676000000.0,Not Available,PYPL,
33.345505,31.791473,10.121067,Not Available,7.5,0.25164,103.915,2079887488,0.14715,4.288997,0.911,Not Available,73526919168,20.779,Not Available,7551400000.0,Not Available,ECL,
14.449781,11.491179,1.5938793,Not Available,15.01,0.099020004,Not Available,Not Available,0.35884,3.8375964,Not Available,Not Available,146462277632,Not Available,Not Available,72737000000.0,Not Available,PNC,
17.578276,12.100019,2.4366481,Not Available,22.75,0.1507,Not Available,3036124928,0.0764,0.75644886,1.152,Not Available,Not Available,Not Available,Not Available,20135000000.0,Not Available,FDX,
32.027775,18.826641,7.2379155,Not Available,0.62,0.2631,28.168,Not Available,0.51402,10.509791,0.687,Not Available,49510133760,Not Available,Not Available,1022749000.0,Not Available,NU,
14.168611,14.445995,4.5923557,Not Available,10.51,0.33968,132.802,3743624960,0.06644,0.5705657,0.175,Not Available,71738318848,7.771,Not Available,14922000000.0,Not Available,TGT,
12.759894,9.992685,1.4500314,Not Available,4.33,0.09779,Not Available,Not Available,0.35277,3.0301483,Not Available,Not Available,91929616384,Not Available,Not Available,51480000000.0,Not Available,USB,
40.97647,23.197037,4.256386,Not Available,3.04,0.13931,85.607,1345374976,0.12684,2.5200934,0.513,Not Available,73501859840,22.152,Not Available,14242000000.0,Not Available,CARR,
11.023406,12.278951,2.6080315,Not Available,11.06,0.24908,13.911,4441249792,0.35568002,3.2190504,1.968,Not Available,74811473920,5.681,Not Available,3582000000.0,Not Available,EOG,
12.754098,8.237969,1.6483052,Not Available,2.59,0.19099002,28.867,8315624960,0.31744,1.8484101,0.476,Not Available,76454780928,4.71,Not Available,9819000000.0,Not Available,CNQ,
40.508533,15.183545,2.65318,Not Available,15.73,0.05633,77.612,4431000064,0.15192,3.471964,1.197,Not Available,82109636608,16.072,Not Available,17940000000.0,Not Available,BDX,
30.671326,16.155901,Not Available,Not Available,36.81,Not Available,Not Available,4385500160,0.00796,0.22781283,0.473,Not Available,80341893120,16.43,Not Available,5579000000.0,Not Available,MCK,
138.72285,52.101753,21.124697,Not Available,8.91,0.20703,38.55,1733874944,0.11384,6.4968495,1.67,Not Available,93576986624,79.37,Not Available,1203000000.0,Not Available,SPOT,
17.63358,19.6518,5.738488,Not Available,8.48,0.33501,92.115,Not Available,0.34789002,2.9833481,1.877,Not Available,109728686080,Not Available,Not Available,8061000000.0,Not Available,APO,
40.991787,29.812355,8.15018,Not Available,8.3,0.21080999,40.312,2106953984,0.053239997,8.445153,1.93,Not Available,67591348224,106.276,Not Available,2980000000.0,Not Available,WDAY,
714.0,81.31526,37.47638,Not Available,4.27,0.07334,27.398,1209105920,0.01417,25.007565,1.723,Not Available,86090670080,459.175,Not Available,742494000.0,Not Available,CRWD,
56.156193,25.511694,5.3089156,Not Available,11.28,0.10321999,70.273,2754050048,0.18721001,6.9037304,0.171,Not Available,71266811904,21.071,Not Available,7006000000.0,Not Available,AJG,
30.118565,27.085215,Not Available,Not Available,44.94,Not Available,Not Available,1426241792,0.20546,4.271608,0.082,Not Available,77837058048,21.121,Not Available,5570125000.0,Not Available,ORLY,
17.409575,16.600647,4.8814316,Not Available,2.03,0.29458,147.913,2439124992,0.37717998,4.299243,1.195,Not Available,80600162304,11.208,Not Available,17975000000.0,Not Available,CSX,
28.993721,26.126575,Not Available,Not Available,10.6,Not Available,Not Available,2547249920,0.58181,11.723954,0.389,Not Available,91094499328,22.148,Not Available,11320000000.0,Not Available,MAR,
12.470589,6.3664064,0.77243054,Not Available,5.08,0.09488,Not Available,Not Available,0.32317,2.3393903,Not Available,Not Available,-77216268288,Not Available,Not Available,194308000000.0,Not Available,BNS,
34.251602,31.310154,5.9634485,Not Available,6.81,0.18284,114.524,1426762496,0.20966,4.231361,0.566,Not Available,79709298688,16.59,Not Available,11887100000.0,Not Available,RSG,
12.6203,11.618369,2.5669062,Not Available,2.85,0.20665,110.757,1252749952,0.12399,1.2847043,0.719,Not Available,104540487680,11.17,Not Available,27448000000.0,Not Available,EPD,
18.455284,22.65456,4.152403,Not Available,14.17,0.2258,79.822,-3224012544,0.25791,5.8403754,1.296,Not Available,84300578816,19.62,Not Available,13533000000.0,Not Available,APD,
7.6933966,7.3496604,1.0053006,Not Available,2.19,0.07447,Not Available,Not Available,0.48305,2.9426808,Not Available,Not Available,102926327808,Not Available,Not Available,148838000000.0,Not Available,ING,
30.680832,27.817081,9.856188,Not Available,10.63,0.19163999,97.567,2154306304,0.47022998,11.038641,0.967,Not Available,65169154048,19.436,Not Available,9103277000.0,Not Available,PSA,
10.296373,9.450186,1.890065,Not Available,15.93,0.19631,22.915,5300874752,0.16636999,1.2871901,0.766,Not Available,49997840384,8.06,Not Available,5917700000.0,Not Available,DHI,
14.987897,7.695875,0.939836,Not Available,7.66,0.08492,Not Available,Not Available,0.37387002,2.3129578,Not Available,Not Available,-105267085312,Not Available,Not Available,152277000000.0,Not Available,BMO,
95.346794,60.299114,11.632038,Not Available,6.9,Not Available,9.346,Not Available,-0.00247,3.21451,0.717,Not Available,105251856384,75.341,Not Available,,Not Available,GEV,
34.841408,34.210323,7.8774896,Not Available,8.95,0.22846001,65.003,784374976,0.22397,4.126821,0.796,Not Available,105936838656,17.665,Not Available,7496000000.0,Not Available,CEG,
15.823179,15.123755,2.3876145,Not Available,7.17,0.16038,50.141,2892499968,0.04815,3.4191525,1.349,Not Available,62444220416,13.066,Not Available,7240000000.0,Not Available,AFL,
29.144928,20.762783,3.293482,Not Available,2.16,0.16870001,33.531,1289374976,0.29042998,2.25403,1.048,Not Available,73790234624,7.454,Not Available,8656000000.0,Not Available,FCX,
Not Available,10.736121,1.6044201,Not Available,3.83,-0.05159,30.436,-1939250048,0.28187,2.7926776,0.629,Not Available,53663232000,8.93,Not Available,6951000000.0,Not Available,NEM,
6.478788,6.652147,1.1648686,Not Available,1.6,0.18364,Not Available,Not Available,0.55237,2.4437728,Not Available,Not Available,64795521024,Not Available,Not Available,72685000000.0,Not Available,BBVA,
19.58918,16.191603,3.0379786,Not Available,6.07,Not Available,66.934,Not Available,0.18107,1.8709484,0.881,Not Available,80225157120,12.291,Not Available,9776000000.0,Not Available,CRH,
38.462444,25.982359,3.024926,Not Available,20.02,0.08238,45.241,2049949952,0.28142,8.266109,0.384,Not Available,64114929664,23.462,Not Available,5830600000.0,Not Available,ROP,
44.316727,19.20544,3.2818553,Not Available,6.32,0.05933,30.376,3088750080,0.17601,4.054636,1.323,Not Available,81648009216,17.696,Not Available,7155000000.0,Not Available,EMR,
20.569244,16.52819,5.815668,Not Available,13.07,0.29555,104.495,1768749952,0.30462,4.234819,1.41,Not Available,62106947584,13.385,Not Available,10175000000.0,Not Available,NXPI,
47.35176,38.89639,79.45194,Not Available,2.41,3.1152499,118.588,1648400000,0.31152,12.646716,1.222,Not Available,69599035392,40.28,Not Available,992300000.0,Not Available,FTNT,
12.383399,7.4192133,1.0735703,Not Available,5.37,0.12367,Not Available,Not Available,0.39846,2.613756,Not Available,Not Available,57865043968,Not Available,Not Available,125096000000.0,Not Available,CM,
13.2890625,11.422931,1.3549466,Not Available,1.48,0.10674,221.631,-7392875008,0.21714,1.5027429,0.804,Not Available,95747637248,10.276,Not Available,50975000000.0,Not Available,PCG,
57.827385,31.551634,33.623672,Not Available,9.18,0.57445997,105.214,1633500032,0.23653999,10.82,0.526,Not Available,69086396416,49.489,Not Available,2281000000.0,Not Available,ADSK,
14.012863,11.531572,2.8608942,Not Available,3.67,0.21722999,57.141,3437125120,0.17959999,1.7097235,1.003,Not Available,67756421120,8.333,Not Available,10842000000.0,Not Available,SLB,
Not Available,10.376968,1.0717258,Not Available,3.95,-0.09505,Not Available,Not Available,0.40328,4.363408,Not Available,Not Available,77982875648,Not Available,Not Available,38918000000.0,Not Available,TFC,
23.036621,18.531946,4.0265217,Not Available,13.58,0.18303,128.64,48000000,0.49885,4.560115,0.619,Not Available,72263639040,12.273,Not Available,17175000000.0,Not Available,NSC,
19.606855,16.560577,1.945428,Not Available,5.89,0.10182,165.878,-1226174976,0.25792998,2.6421494,0.3,Not Available,95580176384,13.168,Not Available,37652700000.0,Not Available,AEP,
25.059322,27.978579,5.8168583,Not Available,2.09,0.20583001,182.368,1195124992,0.32817,6.954684,0.406,Not Available,100911357952,17.209,Not Available,23376000000.0,Not Available,WMB,
14.919118,14.698745,2.2157915,Not Available,1.58,0.15253,128.9,5724250112,0.105,0.8303811,0.835,Not Available,144485269504,10.303,Not Available,51380000000.0,Not Available,ET,
12.302004,11.386672,1.9631338,Not Available,21.25,0.19059,29.004,14567124992,0.13928,1.1992323,0.198,Not Available,56154583040,8.358,Not Available,7931000000.0,Not Available,TRV,
23.084747,18.03642,3.7691987,Not Available,5.97,0.16875,166.619,1275750016,0.22656,3.186603,0.515,Not Available,91210711040,16.253,Not Available,21183000000.0,Not Available,OKE,
52.01905,37.111774,1.243002,Not Available,1.59,0.02513,68.941,2684878848,0.44883,9.532772,1.197,Not Available,74264461312,16.556,Not Available,20755747000.0,Not Available,O,
17.602434,9.019956,1.9490173,Not Available,9.69,0.13260001,151.463,-3865999872,0.15087,0.8422321,1.349,Not Available,137857482752,19.593,Not Available,18677000000.0,Not Available,MET,
11.846392,15.431725,2.6212342,Not Available,10.2,0.21053,114.328,3217250048,0.03243,0.3439833,0.727,Not Available,80108093440,7.747,Not Available,25329000000.0,Not Available,MPC,
Not Available,37.41765,9.570511,Not Available,1.78,-0.02517,7.02,1858625024,0.03954,7.1393123,1.364,Not Available,68055334912,810.183,Not Available,Not Available,Not Available,DASH,
18.016037,12.33524,1.2544256,Not Available,15.66,0.07479,Not Available,Not Available,0.29713,2.747613,Not Available,Not Available,79592030208,Not Available,Not Available,49318000000.0,Not Available,COF,
23.156916,26.834862,21.262516,Not Available,6.78,0.81232,780.789,1973866496,0.51851004,11.065294,0.686,Not Available,81237581824,18.662,Not Available,25972828000.0,Not Available,SPG,
52.58209,30.815351,Not Available,Not Available,7.99,Not Available,Not Available,1526125056,0.50161,12.804811,0.707,Not Available,70540541952,28.71,Not Available,9157000000.0,Not Available,HLT,
15.393359,14.869637,1.7330726,Not Available,9.49,0.11121,67.143,921124992,0.00183,0.33693132,0.759,Not Available,69200592896,12.419,Not Available,17877000000.0,Not Available,PSX,
18.207548,9.682534,1.7925698,Not Available,3.4,0.04839,66.08,4195875072,0.06909,0.48299724,0.91,Not Available,113353891840,6.914,Not Available,21716000000.0,Not Available,E,
21.598982,18.645071,Not Available,Not Available,174.32,Not Available,Not Available,1330651264,0.20896,2.9301713,0.101,Not Available,68504272896,15.79,Not Available,9024381000.0,Not Available,AZO,
18.762115,16.51617,1.8719233,Not Available,5.14,0.09734,96.747,-4551875072,0.1531,4.1765695,0.292,Not Available,95157952512,19.298,Not Available,27759000000.0,Not Available,SRE,
5.4397016,4.7576156,0.79040414,Not Available,10.57,0.14167,174.581,-2336875008,0.07857,0.30673665,0.948,Not Available,161425408000,8.787,Not Available,82773000000.0,Not Available,GM,
145.06503,166.75699,2.8819938,Not Available,1.21,0.01956,79.825,1886113536,0.10094,11.224264,1.6,Not Available,78162649088,33.437,Not Available,15613620000.0,Not Available,DLR,
32.29078,33.752552,7.4792604,Not Available,2.68,0.20527,559.592,1308000000,0.36743,6.002502,0.365,Not Available,69016510464,17.28,Not Available,22086000000.0,Not Available,CCI,
14.360345,10.80256,1.6085051,Not Available,6.53,0.08563,Not Available,Not Available,0.33231997,3.357989,Not Available,Not Available,-34844672000,Not Available,Not Available,31736000000.0,Not Available,BK,
200.67741,63.63348,23.382822,Not Available,1.93,0.12891,11.167,542195968,0.17274,26.589043,1.805,Not Available,59971915776,134.405,Not Available,Not Available,Not Available,TTD,
12.095239,3.6546762,0.0012582714,Not Available,1.39,0.07285,Not Available,Not Available,0.3824,0.019389527,Not Available,Not Available,-51193673940992,Not Available,Not Available,18015300000000.0,Not Available,MFG,
9.890985,8.920861,1.4005264,Not Available,16.14,0.15878001,14.665,4653636096,0.13887,1.0475538,3.257,Not Available,36693458944,6.63,Not Available,4984028000.0,Not Available,LEN,
7.149367,5.693548,0.010671528,Not Available,4.96,0.08327,82.738,1064326004736,0.04782,0.0020201826,1.013,Not Available,6276021485568,2.292,Not Available,6057967000000.0,Not Available,HMC,
23.488188,22.111233,10.262143,Not Available,6.69,0.43236,114.299,1099991552,0.124680005,2.3329568,0.995,Not Available,48624758784,16.296,Not Available,2211017000.0,Not Available,ROST,
19.048193,15.515668,1.7177314,Not Available,2.05,0.09052,67.319,852249984,0.23181999,2.8314598,0.282,Not Available,59148062720,13.983,Not Available,9945000000.0,Not Available,KDP,
15.617347,7.5356603,1.1316918,Not Available,2.95,0.118640006,42.491,-14950500352,0.28409,1.779483,10.463,Not Available,50831024128,Not Available,Not Available,12144000000.0,Not Available,MFC,
12.21073,9.940551,2.6519723,Not Available,19.03,0.23783001,38.833,2982249984,0.093219995,0.80121225,0.256,Not Available,52264374272,8.439,Not Available,7942000000.0,Not Available,ALL,
12.341164,13.893979,3.0991576,Not Available,7.76,0.27142,83.654,-217475008,0.13919,1.660675,4.733,Not Available,64306081792,10.884,Not Available,9165600000.0,Not Available,PCAR,
